Talla,2013,2014,2015,2017,2018,2019,2020,2021,2022,2023
2,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
3,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
4,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
5,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
6,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
7,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
8,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
9,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
10,0.0000002,0.0000002,0.0000002,0.0000002,0.0000002,0.0000002,0.0000002,0.0000002,0.0000002,0.0000002
11,0.0000016,0.0000014,0.0000017,0.0000015,0.0000014,0.0000017,0.0000016,0.0000013,0.0000017,0.0000018
12,0.0000106,0.0000100,0.0000092,0.0000109,0.0000112,0.0000084,0.0000095,0.0000089,0.0000105,0.0000082
13,0.0000474,0.0000516,0.0000579,0.0000537,0.0000512,0.0000486,0.0000546,0.0000579,0.0000580,0.0000562
14,0.0002599,0.0002864,0.0002574,0.0002440,0.0002483,0.0002510,0.0002307,0.0002675,0.0002450,0.0002714
15,0.0009291,0.0011428,0.0009621,0.0009983,0.0010703,0.0009482,0.0008905,0.0008896,0.0009195,0.0008772
16,0.0025778,0.0029159,0.0028140,0.0035638,0.0033616,0.0036675,0.0031916,0.0031627,0.0037499,0.0031656
17,0.0098027,0.0096353,0.0071016,0.0083975,0.0086026,0.0093670,0.0087164,0.0083646,0.0095155,0.0088173
18,0.0238754,0.0220356,0.0213220,0.0243475,0.0217377,0.0250166,0.0165240,0.0226421,0.0176258,0.0236193
19,0.0531395,0.0493541,0.0470376,0.0430201,0.0413289,0.0439445,0.0390026,0.0333543,0.0524633,0.0501745
20,0.0811029,0.0733711,0.0754730,0.0905410,0.0765407,0.0793759,0.0680489,0.0860760,0.0665258,0.0825417
21,0.1071762,0.1101917,0.1228204,0.1217777,0.1211773,0.1052139,0.1033302,0.1206525,0.1072274,0.1173492
22,0.1284533,0.1566460,0.1543535,0.1503886,0.1550318,0.1416520,0.1695156,0.1569648,0.1494764,0.1448671
23,0.1678550,0.1672495,0.1525976,0.1442065,0.1537975,0.1640353,0.1653563,0.1817250,0.1681399,0.1524257
24,0.1451817,0.1265138,0.1582224,0.1370963,0.1271787,0.1491059,0.1551533,0.1143410,0.1530692,0.1436466
25,0.1336774,0.1154251,0.1076225,0.1019861,0.1236538,0.1269553,0.1181398,0.1135674,0.1080904,0.1182726
26,0.0752727,0.0824216,0.0752453,0.0859685,0.0832608,0.0769394,0.0802268,0.0865078,0.0803536,0.0789332
27,0.0368333,0.0506586,0.0417568,0.0509998,0.0469407,0.0419117,0.0398230,0.0383772,0.0500422,0.0419023
28,0.0218946,0.0183626,0.0198425,0.0215764,0.0201874,0.0182677,0.0191274,0.0209227,0.0187047,0.0192227
29,0.0074502,0.0090511,0.0081353,0.0097938,0.0111274,0.0093676,0.0078695,0.0076354,0.0093271,0.0091220
30,0.0032219,0.0035032,0.0029846,0.0035171,0.0032177,0.0026879,0.0035355,0.0031982,0.0032142,0.0034060
31,0.0009307,0.0008697,0.0011409,0.0011795,0.0011633,0.0009106,0.0009224,0.0009509,0.0009204,0.0010345
32,0.0002415,0.0002409,0.0001812,0.0002653,0.0002404,0.0002632,0.0002607,0.0002626,0.0002487,0.0002192
33,0.0000533,0.0000502,0.0000481,0.0000521,0.0000581,0.0000480,0.0000570,0.0000578,0.0000607,0.0000552
34,0.0000088,0.0000096,0.0000101,0.0000115,0.0000090,0.0000104,0.0000102,0.0000099,0.0000079,0.0000082
35,0.0000019,0.0000017,0.0000018,0.0000019,0.0000016,0.0000015,0.0000016,0.0000015,0.0000017,0.0000017
36,0.0000002,0.0000002,0.0000002,0.0000002,0.0000002,0.0000002,0.0000002,0.0000002,0.0000002,0.0000002
37,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
38,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
39,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
40,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
41,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
42,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
43,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
44,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
45,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
46,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
47,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
48,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
49,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
